"","index","semester","type","course","pre_post","si1","si2","si3","si4","si5","science_id_ave","cm1","cm2","cm3","cm4","cm5","career_mot_ave","im1","im2","im3","im4","im5","intrinsic_mot_ave","sd1","sd2","sd3","sd4","sd5","self_determition_ave","se1","se2","se3","se4","se5","self_efficacy_ave","gm1","gm2","gm3","gm4","gm5","grade_mot_ave","overall_sci_mot","sci_comp1","sci_comp2","sci_comp3","sci_comp4","sci_competancy_ave","per_comm_orient1","per_comm_orient2","per_comm_orient3","per_comm_orient4","persol_comm_orient_ave","sci_comm_orient1","sci_comm_orient2","sci_comm_orient3","sci_comm_orient4","sci_comm_orient_ave","resilience1","resilience2","resilience3","resilience4","resilience_ave","major","career","gender","ethnicity","parents_grad_college","dependents","med_condition","med_condition_dependent"
"359",359,"Fall 2021","Major","BIOL1610","Pre",1,2,1,1,3,1.6,3,3,3,4,4,3.4,5,5,4,4,2,4,4,5,5,4,5,4.6,4,5,4,4,3,4,5,5,5,5,5,5,4.2,2,2,2,2,2,5,6,6,6,5.75,6,5,5,5,5.25,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","No",0,"No","No"
"360",360,"Summer 2021","Major","BIOL1610","Pre",2,2,1,1,3,1.8,5,5,5,4,5,4.8,4,3,4,4,4,3.8,4,4,3,5,4,4,5,5,4,5,5,4.8,5,5,5,5,2,4.4,4.36,2,1,2,2,1.75,5,5,6,5,5.25,3,6,5,5,4.75,3,4,4,3,3.5,"Health_sci",NA,"female","white","Yes",0,"No","No"
"361",361,"Fall 2021","Major","BIOL1610","Pre",3,4,3,4,4,3.6,4,5,5,5,5,4.8,5,4,4,4,4,4.2,4,4,5,5,4,4.4,4,4,4,4,4,4,5,5,5,5,5,5,4.48,2,3,3,2,2.5,5,4,5,5,4.75,5,5,5,5,5,NA,NA,NA,NA,NA,"Other","health_care_pro","female","white","Yes",0,"No","No"
"362",362,"Summer 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,4,5,4.6,4,4,4,4,5,4.2,5,5,5,5,5,5,3.76,4,4,4,4,4,5,4,5,4,4.5,5,5,5,5,5,4,5,5,5,4.75,"Chemistry","scientist","female","asian","Yes",0,"No","No"
"363",363,"Fall 2021","Major","BIOL1610","Pre",3,4,4,3,3,3.4,1,1,1,1,1,1,5,5,5,4,5,4.8,5,5,5,4,4,4.6,5,5,5,5,5,5,5,5,4,5,4,4.6,4,2,2,2,2,2,5,5,5,5,5,5,4,4,4,4.25,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","Yes",0,"No","No"
"364",364,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Chemistry","scientist","prefer_not_answer","prefer_not_answer","Unsure",1,NA,NA
"365",365,"Fall 2021","Major","BIOL1610","Pre",1,2,1,1,2,1.4,4,5,4,5,4,4.4,2,1,3,2,1,1.8,2,2,3,2,2,2.2,2,1,2,2,2,1.8,4,5,5,5,5,4.8,3,3,1,3,1,2,6,6,6,6,6,5,3,3,3,3.5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"Yes","No"
"366",366,"Fall 2021","Major","BIOL1610","Pre",5,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4.6,4,5,5,5,5,4.8,5,5,5,5,4,4.8,4.84,3,5,5,5,4.5,6,3,5,4,4.5,6,5,6,5,5.5,NA,NA,NA,NA,NA,"Biology","researcher","female","white","Yes",0,"Yes","No"
"367",367,"Fall 2021","Major","BIOL1610","Pre",2,3,1,2,4,2.4,4,5,5,5,5,4.8,4,4,4,4,3,3.8,4,3,4,2,2,3,4,4,3,4,5,4,5,5,5,5,3,4.6,4.04,2,1,1,4,2,6,5,6,5,5.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"368",368,"Fall 2021","Major","BIOL1610","Pre",4,4,4,5,3,4,4,5,5,5,4,4.6,5,5,4,4,4,4.4,3,4,4,4,5,4,4,3,3,4,5,3.8,4,3,3,3,3,3.2,4,4,5,4,5,4.5,4,4,5,5,4.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","scientist","male","white","Yes",0,"No","Yes"
"369",369,"Fall 2021","Major","BIOL1610","Pre",4,5,5,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.2,4,4,4,4,4,6,6,6,6,6,5,5,5,6,5.25,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","latinx","Yes",0,"No","No"
"370",370,"Fall 2021","Major","BIOL1610","Pre",3,4,4,3,3,3.4,2,2,2,2,1,1.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3.8,3.52,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"371",371,"Fall 2021","Non-Major","BIOL1010","Pre",3,5,5,4,3,4,5,5,5,5,5,5,5,5,5,4,5,4.8,4,4,4,4,4,4,4,5,4,4,5,4.4,5,5,5,4,4,4.6,4.56,4,5,5,5,4.75,7,6,7,7,6.75,7,7,6,7,6.75,NA,NA,NA,NA,NA,"Engineering","engineer","male","latinx","No",0,"No","No"
"372",372,"Spring 2022","Non-Major","BIOL1010","Pre",2,4,2,1,3,2.4,4,4,4,4,1,3.4,5,5,4,4,4,4.4,4,2,4,2,4,3.2,4,5,4,4,4,4.2,4,5,5,4,4,4.4,3.92,2,2,2,4,2.5,5,5,6,6,5.5,5,6,5,6,5.5,NA,NA,NA,NA,NA,"Computer_sci",NA,"female","asian","Yes",0,"No","No"
"373",373,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,3,3,3,3.2,3,4,4,4,4,3.8,5,5,4,4,4,4.4,3,4,3,3,4,3.4,3,4,4,4,4,3.8,4,4,5,4,3,4,3.88,2,2,2,3,2.25,6,5,6,5,5.5,5,3,4,5,4.25,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"374",374,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,2,2,3,2.8,4,5,5,5,5,4.8,5,5,5,5,5,5,4,4,5,5,4,4.4,4,4,4,4,4,4,5,5,5,4,5,4.8,4.6,2,4,4,3,3.25,7,7,7,7,7,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"No","No"
"375",375,"Fall 2021","Major","BIOL1610","Pre",3,3,3,3,3,3,4,5,5,5,5,4.8,4,4,4,4,4,4,4,4,4,3,3,3.6,4,5,4,4,4,4.2,5,5,5,5,5,5,4.32,3,2,2,3,2.5,5,5,5,5,5,5,3,3,3,3.5,NA,NA,NA,NA,NA,"Other",NA,"female","white","No",0,"No","No"
"376",376,"Fall 2021","Major","BIOL1610","Pre",1,2,2,2,3,2,5,5,5,5,5,5,2,2,2,4,1,2.2,4,4,4,3,3,3.6,3,2,2,4,4,3,5,4,5,5,5,4.8,3.72,1,2,2,2,1.75,5,4,6,4,4.75,6,6,6,5,5.75,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"377",377,"Fall 2021","Major","BIOL1610","Pre",1,2,1,2,3,1.8,5,5,5,4,4,4.6,2,2,2,2,1,1.8,4,4,4,2,3,3.4,2,2,2,4,2,2.4,5,4,5,5,5,4.8,3.4,1,2,1,1,1.25,5,4,5,4,4.5,5,6,5,4,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"378",378,"Summer 2021","Major","BIOL1610","Pre",3,4,4,3,3,3.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,"Health_sci","dentist","female","white","Yes",0,"No","No"
"379",379,"Fall 2021","Major","BIOL1610","Pre",2,2,2,2,2,2,5,5,5,5,5,5,4,4,4,4,3,3.8,4,4,4,3,2,3.4,2,4,4,4,3,3.4,5,5,5,5,4,4.8,4.08,2,3,2,4,2.75,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","asian","Yes",0,"Yes","No"
"380",380,"Fall 2021","Non-Major","BIOL1010","Pre",2,2,1,1,1,1.4,2,4,4,4,4,3.6,4,4,4,4,4,4,4,4,4,5,5,4.4,5,4,4,4,4,4.2,5,5,5,5,5,5,4.24,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"381",381,"Fall 2021","Major","BIOL1610","Pre",5,5,4,5,3,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","scientist","female","latinx","No",0,"Yes","No"
"382",382,"Fall 2021","Major","BIOL1610","Pre",4,3,3,2,5,3.4,5,5,5,4,5,4.8,4,3,4,2,3,3.2,2,2,2,2,2,2,3,5,4,4,3,3.8,5,5,5,5,4,4.8,3.72,3,1,1,5,2.5,5,3,6,3,4.25,3,5,5,5,4.5,NA,NA,NA,NA,NA,"Biology","health_care_pro","male","white","Yes",0,"No","No"
"383",383,"Summer 2021","Major","BIOL1610","Pre",3,4,2,4,4,3.4,5,5,5,5,5,5,4,2,3,3,4,3.2,5,5,5,5,5,5,4,5,4,4,5,4.4,5,5,5,5,5,5,4.52,3,1,3,4,2.75,3,5,6,6,5,5,5,6,5,5.25,5,4,5,4,4.5,"Health_sci","medical_doctor","female","white","Yes",0,"No",NA
"384",384,"Fall 2021","Non-Major","BIOL1010","Pre",3,2,1,1,3,2,2,3,4,4,1,2.8,4,3,3,3,3,3.2,4,5,5,3,4,4.2,4,5,3,3,4,3.8,5,5,5,5,5,5,3.8,2,1,3,3,2.25,7,6,7,7,6.75,4,5,4,6,4.75,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"385",385,"Fall 2021","Major","BIOL1610","Pre",4,2,2,3,3,2.8,5,5,5,5,5,5,4,4,3,4,4,3.8,3,3,3,3,2,2.8,2,2,2,4,4,2.8,5,5,5,5,3,4.6,3.8,1,3,2,2,2,5,5,6,5,5.25,5,3,6,4,4.5,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","white","Yes",0,"No","No"
"386",386,"Fall 2021","Non-Major","BIOL1010","Pre",2,4,2,2,2,2.4,4,4,4,5,4,4.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3.6,5,5,5,5,4,4.8,4.12,4,4,3,4,3.75,6,5,5,5,5.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","No",0,"No","No"
"387",387,"Fall 2021","Major","BIOL1610","Pre",1,2,1,2,3,1.8,4,4,4,4,4,4,2,1,2,3,2,2,4,4,4,3,4,3.8,4,5,4,4,4,4.2,5,5,5,5,5,5,3.8,2,1,1,4,2,5,6,5,6,5.5,5,6,5,4,5,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"388",388,"Fall 2021","Non-Major","BIOL1010","Pre",3,2,2,1,3,2.2,3,3,2,3,1,2.4,3,4,4,3,3,3.4,5,5,5,4,4,4.6,3,4,3,4,3,3.4,5,4,5,5,4,4.6,3.68,3,2,2,2,2.25,6,6,6,7,6.25,6,7,6,6,6.25,NA,NA,NA,NA,NA,"Non_STEM","non_stem","female","white","Yes",0,"No","No"
"389",389,"Fall 2021","Major","BIOL1610","Pre",1,2,2,2,2,1.8,4,4,4,3,4,3.8,2,3,1,1,1,1.6,4,3,3,2,2,2.8,2,4,2,3,3,2.8,5,5,5,NA,4,4.75,3.15,2,4,4,4,3.5,5,4,5,6,5,3,4,4,4,3.75,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"390",390,"Summer 2021","Major","BIOL1610","Pre",2,2,1,1,3,1.8,5,5,5,5,5,5,4,3,4,3,4,3.6,4,4,4,4,3,3.8,4,4,4,4,4,4,5,5,5,5,1,4.2,4.12,2,2,2,4,2.5,5,6,6,6,5.75,6,6,6,6,6,3,4,4,2,3.25,"Health_sci",NA,"female","white","Yes",0,"No","No"
"391",391,"Fall 2021","Non-Major","BIOL1010","Pre",1,1,1,1,3,1.4,3,4,4,3,2,3.2,3,3,3,2,2,2.6,3,4,4,2,3,3.2,4,4,4,4,4,4,5,5,5,5,4,4.8,3.56,2,2,2,4,2.5,7,7,7,7,7,6,6,4,5,5.25,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"392",392,"Fall 2021","Non-Major","BIOL1010","Pre",2,2,2,2,3,2.2,4,4,4,2,2,3.2,4,3,4,3,4,3.6,3,4,4,2,4,3.4,3,4,4,4,4,3.8,4,3,4,4,2,3.4,3.48,2,2,1,1,1.5,7,7,7,7,7,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",1,"No","No"
"393",393,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,3,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3.6,4,4,4,4,4,4,4,5,5,5,4,4.6,4.44,4,3,3,5,3.75,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","scientist","female","latinx","Yes",0,NA,"No"
"394",394,"Summer 2021","Major","BIOL1610","Pre",2,3,2,4,3,2.8,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2.4,4,3,3,2,4,3.2,4,4,4,4,3,3.8,2.68,4,3,3,4,3.5,5,6,6,5,5.5,5,5,5,5,5,4,3,4,3,3.5,"Biology",NA,"female","arab","No",0,"No","Yes"
"395",395,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,4,2,3,3.2,5,5,4,4,4,4.4,5,5,4,4,5,4.6,4,4,4,4,4,4,3,5,4,4,5,4.2,5,5,5,5,5,5,4.44,3,3,3,4,3.25,5,5,6,6,5.5,3,6,4,5,4.5,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"396",396,"Fall 2021","Major","BIOL1610","Pre",1,3,1,1,1,1.4,5,5,5,5,5,5,4,4,4,5,4,4.2,5,3,4,5,4,4.2,1,5,1,5,5,3.4,5,5,5,5,5,5,4.36,1,4,3,1,2.25,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci",NA,"male","white","Yes",0,"No","No"
"397",397,"Fall 2021","Major","BIOL1610","Pre",2,4,1,1,1,1.8,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,3,2,5,3.75,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci",NA,"male","white","Yes",0,"No","No"
"398",398,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,2,3.6,5,5,5,5,5,5,4,4,5,4,4,4.2,4,4,4,4,4,4,2,2,2,2,4,2.4,4,4,4,4,3,3.8,3.88,2,4,4,4,3.5,5,6,6,6,5.75,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"399",399,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,4,4,4,3,3,4,4,3,3.4,4,4,4,4,5,4.2,3,3,4,4,3,3.4,4,5,5,5,4,4.6,4,4,4,4,4,4,3.92,5,4,4,4,4.25,7,6,6,6,6.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"400",400,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,3,4,3.8,5,5,5,5,4,4.8,5,4,5,5,5,4.8,3,3,3,2,3,2.8,3,5,5,5,5,4.6,5,5,5,4,4,4.6,4.32,4,4,4,4,4,6,6,7,7,6.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"401",401,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,4,3,3,3.4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,3,2.8,5,5,5,5,5,5,5,5,5,5,2,4.4,4.44,5,2,3,4,3.5,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"402",402,"Summer 2021","Major","BIOL1610","Pre",4,5,3,5,3,4,5,5,5,5,5,5,5,5,5,5,4,4.8,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,3,4.6,4.68,4,4,3,5,4,6,6,6,6,6,6,6,6,6,6,4,5,5,5,4.75,"Biology","dentist","female","white","Yes",0,"No","No"
"403",403,"Spring 2022","Non-Major","BIOL1010","Pre",2,3,1,1,2,1.8,3,3,4,5,4,3.8,4,5,3,4,3,3.8,3,4,4,2,4,3.4,4,5,4,4,4,4.2,3,4,5,3,3,3.6,3.76,3,2,2,1,2,4,5,6,5,5,3,5,5,3,4,NA,NA,NA,NA,NA,"Other",NA,"female","latinx","No",0,"No","No"
"404",404,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,3,4,3.8,4,3,4,5,3,3.8,4,4,3,3,4,3.6,3,3,4,3,3,3.2,3,4,3,4,4,3.6,4,4,4,4,3,3.8,3.6,3,3,3,3,3,7,7,7,7,7,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"405",405,"Fall 2021","Non-Major","BIOL1010","Pre",3,3,2,3,1,2.4,4,5,4,5,4,4.4,5,5,5,3,4,4.4,4,4,4,3,4,3.8,4,4,4,2,4,3.6,5,4,4,4,4,4.2,4.08,3,3,3,5,3.5,6,7,7,7,6.75,7,7,7,7,7,NA,NA,NA,NA,NA,"Other","educator","male","white","Yes",0,"No","No"
"406",406,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,4,3,3.8,5,5,5,5,5,5,5,5,4,3,4,4.2,3,4,4,5,3,3.8,4,5,5,5,5,4.8,5,5,2,5,5,4.4,4.44,4,2,5,5,4,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Engineering","engineer","male","white","Yes",0,"No","No"
"407",407,"Fall 2021","Major","BIOL1610","Pre",3,3,2,2,4,2.8,4,5,5,4,5,4.6,4,4,4,4,4,4,3,3,3,2,4,3,4,3,4,4,4,3.8,5,4,4,4,3,4,3.88,2,2,1,3,2,5,6,5,5,5.25,4,5,5,5,4.75,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"408",408,"Fall 2021","Non-Major","BIOL1010","Pre",5,5,4,4,4,4.4,5,5,5,5,5,5,5,5,5,4,5,4.8,4,4,5,4,4,4.2,5,5,4,5,5,4.8,5,5,5,5,5,5,4.76,4,4,4,5,4.25,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","Yes",0,"No","No"
"409",409,"Fall 2021","Major","BIOL1610","Pre",3,4,3,3,3,3.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3.8,4,3,3,4,4,3.6,4,4,4,4,3,3.8,3.84,3,2,2,2,2.25,5,5,6,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","pacific_islander","No",0,"Yes","No"
"410",410,"Fall 2021","Major","BIOL1610","Pre",3,4,4,4,3,3.6,3,3,3,4,4,3.4,4,4,3,3,4,3.6,3,3,4,4,3,3.4,4,5,4,4,5,4.4,4,4,4,4,4,4,3.76,1,1,2,2,1.5,3,2,3,3,2.75,4,3,4,4,3.75,NA,NA,NA,NA,NA,"Chemistry","researcher","male","white","Yes",0,"No","No"
"411",411,"Fall 2021","Major","BIOL1610","Pre",3,2,1,2,1,1.8,3,5,4,5,5,4.4,5,5,4,4,4,4.4,4,5,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,4.6,3,3,3,4,3.25,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","dentist","male","white","No",0,"No","No"
"412",412,"Fall 2021","Major","BIOL1610","Pre",4,3,1,2,3,2.6,3,4,3,4,5,3.8,5,4,3,5,4,4.2,5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,4.44,3,1,3,4,2.75,6,4,5,5,5,3,3,3,3,3,NA,NA,NA,NA,NA,"Health_sci","dentist","male","white","No",0,"No","No"
"413",413,"Fall 2021","Non-Major","BIOL1010","Pre",2,3,1,2,2,2,2,3,2,4,2,2.6,4,4,4,4,4,4,3,3,3,1,3,2.6,4,4,4,4,4,4,4,5,5,5,5,4.8,3.6,4,3,3,3,3.25,5,3,5,4,4.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","Yes",0,"No","No"
"414",414,"Spring 2022","Non-Major","BIOL1010","Pre",3,5,3,3,4,3.6,4,5,4,5,5,4.6,5,5,5,3,4,4.4,4,5,4,4,5,4.4,5,5,5,5,5,5,4,4,4,4,3,3.8,4.44,4,4,4,5,4.25,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Engineering","engineer","prefer_not_answer","white","No",0,"No","No"
"415",415,"Fall 2021","Major","BIOL1610","Pre",1,2,1,1,3,1.6,2,2,2,3,1,2,3,3,5,4,3,3.6,2,3,4,3,3,3,2,4,3,5,5,3.8,5,5,5,5,3,4.6,3.4,1,1,1,4,1.75,3,6,6,6,5.25,5,2,2,2,2.75,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"416",416,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,5,3,5,2,3,3.6,2,1,1,3,2,1.8,4,4,4,5,5,4.4,1,1,1,1,1,1,1,1,1,1,1,1,2.36,3,1,1,1,1.5,6,6,6,6,6,3,3,3,3,3,NA,NA,NA,NA,NA,"Other","dentist","female","white","Yes",0,"No","No"
"417",417,"Fall 2021","Major","BIOL1610","Pre",4,4,3,3,3,3.4,5,5,5,5,5,5,5,4,4,4,5,4.4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4.6,4.4,4,3,3,4,3.5,6,5,6,6,5.75,5,6,5,6,5.5,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"418",418,"Fall 2021","Major","BIOL1610","Pre",2,2,1,2,3,2,2,2,2,2,2,2,3,3,3,3,2,2.8,3,3,4,3,3,3.2,3,4,4,4,4,3.8,4,4,3,4,4,3.8,3.12,3,2,2,2,2.25,5,4,5,5,4.75,4,3,3,3,3.25,NA,NA,NA,NA,NA,"Other","health_care_pro","male","white","Yes",0,"No","No"
"419",419,"Fall 2021","Major","BIOL1610","Pre",2,2,1,2,3,2,3,3,2,2,3,2.6,3,3,2,2,2,2.4,3,4,4,3,3,3.4,4,4,4,4,4,4,4,4,4,5,4,4.2,3.32,3,2,2,2,2.25,5,4,5,4,4.5,4,3,3,3,3.25,NA,NA,NA,NA,NA,"Other","health_care_pro","male","white","Yes",0,"No","No"
"420",420,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,4,2,4,3.4,4,5,5,5,5,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4.4,5,5,5,5,4,4.8,4.4,4,4,3,3,3.5,6,5,7,6,6,5,7,6,7,6.25,NA,NA,NA,NA,NA,"Other",NA,"male","white","No",0,"No","No"
"421",421,"Summer 2021","Major","BIOL1610","Pre",4,4,4,4,5,4.2,1,1,1,1,1,1,1,1,2,2,2,1.6,1,1,1,1,1,1,2,1,2,4,2,2.2,1,1,1,1,1,1,1.36,4,3,5,4,4,3,6,6,6,5.25,6,6,6,6,6,5,5,5,5,5,"Health_sci","health_care_pro","female","prefer_not_answer","Yes",0,"No","No"
"422",422,"Summer 2021","Major","BIOL1610","Pre",4,4,3,4,5,4,1,1,1,1,1,1,2,1,2,3,2,2,1,1,1,1,1,1,2,1,2,1,1,1.4,1,1,1,1,3,1.4,1.36,2,3,4,4,3.25,3,6,6,6,5.25,6,6,6,6,6,5,5,5,3,4.5,"Health_sci","health_care_pro","female","prefer_not_answer","Yes",0,"No","No"
"423",423,"Fall 2021","Non-Major","BIOL1010","Pre",4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4.96,4,4,4,3,3.75,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","white","Yes",0,"No","No"
"424",424,"Fall 2021","Major","BIOL1610","Pre",2,4,3,4,3,3.2,5,5,5,4,5,4.8,4,4,4,3,4,3.8,3,3,3,3,3,3,4,4,4,3,4,3.8,5,4,4,5,5,4.6,4,3,2,2,2,2.25,5,5,6,6,5.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"Yes","No"
"425",425,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,4,3.8,5,5,5,5,5,5,4,3,4,4,4,3.8,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,4.68,4,4,4,5,4.25,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","american_indian","Yes",0,"Yes","No"
"426",426,"Summer 2021","Major","BIOL1610","Pre",3,4,2,2,3,2.8,5,5,5,5,5,5,5,4,4,4,5,4.4,4,4,3,2,2,3,3,2,2,3,5,3,5,5,5,5,3,4.6,4,2,2,4,4,3,5,6,6,4,5.25,3,6,6,5,5,3,5,5,5,4.5,"Health_sci","health_care_pro","female","white","Yes",0,"No","Yes"
"427",427,"Summer 2021","Major","BIOL1610","Pre",4,4,4,4,3,3.8,5,5,5,4,5,4.8,4,4,4,5,4,4.2,4,4,4,4,4,4,5,5,4,4,4,4.4,4,3,3,4,3,3.4,4.16,3,3,3,2,2.75,5,5,5,6,5.25,4,5,5,6,5,4,5,5,4,4.5,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"428",428,"Fall 2021","Non-Major","BIOL1010","Pre",3,3,3,2,4,3,2,2,2,1,1,1.6,4,4,2,3,3,3.2,4,4,4,3,4,3.8,4,5,5,5,5,4.8,5,5,5,5,5,5,3.68,3,2,3,4,3,6,6,7,5,6,4,4,4,5,4.25,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"429",429,"Fall 2021","Major","BIOL1610","Pre",2,4,4,3,3,3.2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4.2,4,4,4,4,4,4,3.64,3,2,2,2,2.25,0,3,3,3,2.25,4,5,5,5,4.75,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","Yes",0,"Yes","Yes"
"430",430,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,3,3.6,4,4,4,5,5,4.4,5,5,4,4,5,4.6,4,4,4,4,4,4,4,4,4,5,5,4.4,5,5,5,5,3,4.6,4.4,3,1,1,2,1.75,5,5,6,6,5.5,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","No",0,"No","No"
